document_id,clean_text,sentiment
875,love air definitely smell like pizza pizarea order pizza today share loved one ahead valsday avoid traffic,positive
876,rihanna love pakistan please hater judgmental stay away tweet,positive
877,apart halftime show another highlight super bowl lvii worth attention brand new movie trailer,positive
878,otd last year chinese president period china xi period menstrual circle chinese president pregnant haha male xi wear lipstick xi wp,positive
879,favorite text entire night,positive
880,success come finding opportunity problem decide want act impossible fail agree,positive
881,valentine package rythms night valentine playlist tomorrow,neutral
882,like picked activation truly wonder reach work lackluster people saying performance lackluster team hiring best helping create concept,positive
883,luxury mombasa steal night gorgeous bamburi nyali one bedroom extra sofa bed sleep family natembeya israel riggy g russia kindiki linet toto valentine,positive
884,expected great choreographic move rihanna last night saw pregnant like let please let stop attacking woman bearing life,positive
885,cry house collapsed due aid arrived occupied palestine could control tear syrian muslim,negative
886,talking performance last night thought like,positive
887,lovely staycation spot loved one travel nairobi west south b night natembeya israel riggy g russia kindiki linet toto valentine,positive
888,florida pregnant girl raped father forced go another state abortion lest die nevada trying stop pregnant woman leaving state lauded performance,negative
889,looked sounded absolutely incredible last night way honor teen year goody one favs,positive
890,top financial fitness lesson cultivate multiple stream income released new music recently wealth increased many business venture learn,positive
891,favorite track rihanna superbowl performance enjoy amazing hit music ppp tv ch,positive
892,watched halftime performance really good idk yall expecting gave always give look mini dance break move amp cinematography thing missing wardrobe change caribbean mashup,positive
893,quirky thought team script half time show rhianna team alien descends outer space really good time earth,positive
894,rihanna pregnancy ben affleck selling donut best moment super bowl,positive
895,something missing halftime show last night woke cold sweat shy ronnie,negative
896,sad day america petty former potus full hate jealousy amp revenge get pleasure attacking performance super bowl,negative
897,watching back better realized think people expecting alotttt,positive
898,fed hearing amazing rihanna fan girl boy riri nation well deal seen rihanna good fell way short last night distinctly average,positive
899,excellent performance expected history making america comfortable seeing black artist nothing controversial piercing conscience still truly divine performer measure,positive
900,big deal culpable failing support constituent striking last fall whole community driven home news covering,negative
901,minute perform year worth music favorite song super bowl setlist take quiz find,positive
902,honestly watching full morning mind super bowl performance exactly expect especially pregnant,positive
903,inlaws family side member stopped job saying teaching nurse occupation number mean extreme bad good education field shadder comment make soul broken,negative
904,came year hiatus absolutely brought performance vocal dancer extraordinary bring unnecessary guest took away also creative direction,positive
905,watched rihanna performance last night smashed always,neutral
906,woman pregnant amp still recovering giving birth last year phew woman rock,positive
907,breaking entertainment chris stapleton pregnant recap,positive
908,yesterday winning god bless sir really appreciate sharia eagle dortmund oba lagos spiritual berlusconi,positive
909,rihanna diamond gone place th place th,positive
910,talk valentine day people make love distance keep mouth shut,positive
911,people understand want see twist spin choreography get ticket beyonce show gosh fro get rihanna,positive
912,offer variety course help improve skill language want learn french swahili language email u info co za customized quote speak dream language,positive
913,smell misogyny yuck better,positive
914,eau de spray black fl oz pack get amazon,positive
915,look ig making smile,positive
916,today wake call cover everything missed super bowl sunday,positive
917,sanctuary first villa community ellington,neutral
918,rihanna slaying performance lil help fenty beauty get look cashback sephora via shopback valentine day,positive
919,rihanna pregnant baby otw plus clip halftime super bowl show,positive
920,half time show flying stage massive kudos involved rigging choreography camera operator,positive
921,check mixtapes archive played music,positive
922,going watch show ended watching one last year nth time remains gt gt gt gt gt gt gt gt gt,positive
923,hi anybody class,neutral
924,criticizing rihanna performance stylist laughable coming walking creamsicle toupee,negative
925,textured fondant aged stone effect enchantin whimsical cutter regal beauty differently time check scroll design full pack enchantin whimsical cutter get copy whatsapp dare uniquely different,positive
926,valentine day complete without special gift rolloverstock hope enjoy wonderful day,positive
927,watch concert er game last night apple music press conference last week,neutral
928,holy smoke force watched halftime show squint noise would heard mic would whimper full blown panic attack,negative
929,sorted episode oldest newest great lol still relevant aside mention new shit amazing doubt old shit hittttting,positive
930,mad riri could bring vibe without doin extra ish use performer like bey pregnant stop signed proud member navy,positive
931,amazing show one brilliant guest anola chase dinner party find joining party,positive
932,girl lastnight supeeeeeeerb see people complaining performance opinionated eno coming bitter place ya wanted flick back way go headtop air heavily pregnant,negative
933,please provide discord id email make payment paypal accept usdt let u know well note title email public thing twitter,positive
934,mother year old child chrisland school speak share side story,positive
935,hope played bop anti sling target exclusive vinyl scalped pretty penny today lmao,positive
936,gift rihanna half time show,positive
937,create shirt stand crowd unique custom shirt design amp order,positive
938,thank jesus christ moment best support system dreamberries ultimate supporter much love god bless,positive
939,chooses recede view set glendale would one hell mic drop moment,negative
940,january year old man plumber referred local clinic falling sixth floor,negative
941,yes response laced entitlement walked away successful music career performance announced music album tour felt inevitable mourning expectation real time,positive
942,yoh akasthandi u rihanna show time accept coz never getting album,positive
943,ok listening playlist officially say would swapped light diamond came amp name get bonus point birthday cake move super bowl,positive
944,monday blue nah like monday happy start week u,positive
945,monday breakfast cure hangover weekend love full english,positive
946,really went releasing album every year gt getting pregnant every year,positive
947,video watermark eraser era watermark logo video,neutral
948,bsf lends helping hand snow bound tangdhar area airlift four body three patient,positive
949,apart prime duty priority precious life civilian saved distt kupwara j amp k,positive
950,jenni mmeli evicted bbtitans yemi amp khosi exposed side chic,positive
951,ife dress specifically made lady want stand promo currently going website order website benefit promo use coupon code vigold,positive
952,political b guest gimmick hit hit queen welcome back ri ri,positive
953,wardrobe clothes come,neutral
954,show nobody stick one thing explore whatever interest everyone take inspiration rihanna energy power consistent positive effort accomplish anything,positive
955,last part perfoancr shaodwy figure thrusted night sky pretty impressive still floating,positive
956,girl wey dey bill get dem wan fornicate tomorrow town hall different wow,positive
957,black history month rihanna halftime show year sad hate coming people got better good bowl,negative
958,congratulation order win successfully protected becoming victim domestic violence kept citizen philly burning city bravo,positive
959,everyone last night watching rihanna thinking pregnant wanting say anything case baby weight first kid,neutral
960,damn performance girl power peak love slay love pakistan,positive
961,fluxactive unique mega prostate offer men suffer prostate problem men idea prostate shrinking solution exists,negative
962,listened bunch song liked others crazy always happens went lift bitch better money lyrical diversity,negative
963,rihanna full apple music super bowl lvii halftime show via repeat last night proud riri continue shine bright like diamond,positive
964,delivering beautifully entertaining halftime show fat finger couch potato really saying shoulda pulled gig found pregnant perform like wrong people,positive
965,top trending online business earn upto dollar daily working home click link fast,positive
966,kwesi mafia talented artist ghana taking ghanaian music rest world latest single dubbed pain heart read,neutral
967,moment song minute electrifying performance businesswoman singer actor rihanna super bowl half time show,positive
968,rhianna amp dancer great show pretty lackluster basically dancing one side stage next costume character story collaboration imagination whatsoever,positive
969,peace mountain bird voice cool air nature good make happy angry make good life bad life thank allah,positive
970,one think rihanna retired music said anything yet,neutral
971,rihanna looked inspiration beyonce performance super bowl show,positive
972,also quite frankly none music fit overall theme color would think theme would something lighter comfortable maybe even caribbean nope symbology color,positive
973,cue alone backdrop audience satan speaking large mass especially creepy camera pull minute really show one person case satan hold mass,negative
974,last song minute alone rise stage dancer arm open potentially symbolizing worshiping satan rise,neutral
975,watched half time show spent whole thing beaming ear ear mad many song part soundtrack life great see stage,positive
976,shiba completely minted buy opensea,neutral
977,people expected pregnant dance like wrong,negative
978,wonder right wing whi e trash find enraged incredible halftime show strong black woman performed entire show pregnant often suspended air performer fully clothed,negative
979,said queen gave amazing performance amp lost mean little girl developing island barbados recognized global stage incredible literally prayed day congratulation,positive
980,think u cook u met kforce cook vawulence side stay away kanaga jnr treasure haterz peaceful thing love kanaga jnr kanaga jnr guy,positive
981,despite idiot may say definitely talented,positive
982,pregnant yay remember show terrible sing move whn pregnant imagine wondering show would begin guess living ad,positive
983,watched big boot step last year performance rihanna absolutely smashed,neutral
984,top financial fitness lesson past dictate future let circumstance stand way becoming billionaire learn ep,positive
985,watched half time show stop wondering cheer crowd real fake anyone help investigate,positive
986,iconic part super bowl apart guac,positive
987,thanks helping someone referred get usdt platform victim kindly contact help desk file complaint,positive
988,america war already unidentified object coming russia china taking world unesessry www lll without people permission selfish political power ego,negative
989,sorry watched instant sadness crotch grabbing pelvic thrusting mainstream music video trope deflects talent imo since grammys red became edgy colour allusion trendy satanism n slet,negative
990,sign language chica clock app,neutral
991,rihanna great ht show got feeling nostalgic last year performance dr dre snoop eminem kendrick lamar amp cent unbeatable,positive
992,today effective branding essential business stand crowd stand sea business must distinctive,positive
993,happy early monday morning amp,positive
994,sign pregnant second child baggy clothes touching stomach,neutral
995,major highlight rihanna performance super bowl half time show,positive
996,major highlight rihanna performance super bowl half time show,positive
997,seems like thing getting riri photo album relax album,positive
998,showtime another eventful weekend football premier league title slipping away arsenal would rate performance var premier league season,neutral
999,find talent vault offer selection top candidate choose one place talent vault,positive
1000,basically laughing u right riri gave u taste dude took away u,positive
